"venue","year","paper_type","title","speakers","authors","affiliations","arxiv_ids","session_name","scheduled_date","scheduled_time","duration_minutes","presentation_url","video_url","youtube_id","award","notes","_entry_id","_entry_type","_url","_howpublished","abstract"
"TQC","2024","regular","Multi-product Hamiltonian simulation with explicit commutator scaling","Junaid Aftab","Junaid Aftab; Dong An; Konstantina Trivisa","","2403.08922","Monday","2024-09-09","16:00:00","30","","","","","BibTeX entry type: Talk","T24_381","Talk","https://arxiv.org/abs/2403.08922","","The well-conditioned multi-product formula (MPF), proposed by [Low, Kliuchnikov, and Wiebe, 2019], is a simple high-order time-independent Hamiltonian simulation algorithm that implements a linear combination of standard product formulas of low order. While the MPF aims to simultaneously exploit commutator scaling among Hamiltonians and achieve near-optimal time and precision dependence, its lack of a rigorous error bound on the nested commutators renders its practical advantage ambiguous. In this work, we conduct a rigorous complexity analysis of the well-conditioned MPF, demonstrating explicit commutator scaling and near-optimal time and precision dependence at the same time. Using our improved complexity analysis, we present several applications of practical interest where the MPF based on a second-order product formula can achieve a polynomial speedup in both system size and evolution time, as well as an exponential speedup in precision, compared to second-order and even higher-order product formulas. Compared to post-Trotter methods, the MPF based on a second-order product formula can achieve polynomially better scaling in system size, with only poly-logarithmic overhead in evolution time and precision."
"TQC","2024","regular","Quantum Circuits surpass Biased Threshold Circuits in Constant-Depth","Min-Hsiu Hsieh","Min-Hsiu Hsieh; Leandro Mendes; Michael Oliveira; Sathyawageeswar Subramanian","","","Monday","2024-09-09","16:00:00","30","","","","","BibTeX entry type: Talk","T24_386","Talk","","","Shallow-depth quantum circuits with gates of bounded fan-in have been demonstrated to achieve computational advantages over shallow-depth classical circuits, even allowing for unbounded fan-in (AC0). Despite their versatility, these computational models are known to be less powerful than Polynomial Threshold Function (PTF) circuits, which serve as a natural model for neural networks and exhibit enhanced expressivity and computational capabilities. We prove that PTF circuits with a constant number of layers, when biased (having the activation region of their gates limited), fail to solve certain computational (relational) problems that quantum circuits of constant depth can solve. Furthermore, we prove such a separation for a family of problems, one for each prime qudit dimension. We prove all of these separations via correlation bounds for average-case hardness. We also establish a tight lower bound on the size of biased PTF circuits that can solve a specific relational problem *exactly*. This allows us to significantly reduce the estimated resource requirements for potential demonstrations of quantum advantage. The main challenges in this area of research arise in establishing the classical lower bounds, and in designing non-local games with quantum-classical gaps in the winning strategy in order to go beyond qubits to higher dimensions. To address the former, we have formulated novel switching lemmas specifically designed for multi-output biased PTF circuits, and have developed a way to assess the difficulty of deriving exact solutions. Our contribution towards the latter is grounded in a novel assortment of non-local games, characterized by an exponential difference between their classical and quantum success probabilities. Finally, our technical developments could be of more general and independent interest."
"TQC","2024","regular","Hierarchical memories: Simulating quantum LDPC codes with local gates","Christopher Pattison","Christopher Pattison; Anirudh Krishna; John Preskill","","2303.04798","Thursday","2024-09-12","15:30:00","30","","","","","BibTeX entry type: Talk","T24_390","Talk","https://arxiv.org/abs/2303.04798","","Constant-rate low-density parity-check (LDPC) codes are promising candidates for constructing efficient fault-tolerant quantum memories. However, if physical gates are subject to geometric-locality constraints, it becomes challenging to realize these codes. In this paper, we construct a new family of [[N,K,D]] codes, referred to as hierarchical codes, that encode a number of logical qubits K = Omega(N/łog(N)^2). The N-th element of this code family is obtained by concatenating a constant-rate quantum LDPC code with a surface code; nearest-neighbor gates in two dimensions are sufficient to implement the corresponding syndrome-extraction circuit and achieve a threshold. Below threshold the logical failure rate vanishes superpolynomially as a function of the distance D(N). We present a bilayer architecture for implementing the syndrome-extraction circuit, and estimate the logical failure rate for this architecture. Under conservative assumptions, we find that the hierarchical code outperforms the basic encoding where all logical qubits are encoded in the surface code."
"TQC","2024","regular","Efficient soft-output decoders for the surface code","Nadine Meister","Nadine Meister; Christopher Pattison; John Preskill","","2405.07433","Wednesday","2024-09-11","09:00:00","30","","","","","BibTeX entry type: Talk","T24_393","Talk","https://arxiv.org/abs/2405.07433","","Decoders that provide an estimate of the probability of a logical failure conditioned on the error syndrome (``soft-output decoders'') can reduce the overhead cost of fault-tolerant quantum memory and computation. In this work, we construct efficient soft-output decoders for the surface code derived from the Minimum-Weight Perfect Matching and Union-Find decoders. We show that soft-output decoding can improve the performance of a ``hierarchical code,'' a concatenated scheme in which the inner code is the surface code, and the outer code is a high-rate quantum low-density parity-check code. Alternatively, the soft-output decoding can improve the reliability of fault-tolerant circuit sampling by flagging those runs that should be discarded because the probability of a logical error is intolerably large."
"TQC","2024","regular","Permutation tests for quantum state identity","Harry Buhrman","Harry Buhrman; Dmitry Grinko; Philip Verduyn Lunel; Jordi Weggemans","","","Monday","2024-09-09","16:00:00","30","","","","","BibTeX entry type: Talk","T24_400","Talk","","","The quantum analogue of the equality function, known as the quantum state identity problem, is the task of deciding whether n unknown quantum states are equal or unequal, given the promise that all states are either pairwise orthogonal or identical. Under the one-sided error requirement, it is known that the permutation test is optimal for this task, and for two input states this coincides with the well-known Swap test. Until now, the optimal measurement in the general two-sided error regime was unknown. Under more specific promises, the problem can be solved approximately or even optimally with simpler tests, such as the circle test. This work attempts to capture the underlying structure of (fine-grained formulations of) the quantum state identity problem. Using tools from semi-definite programming and representation theory, we (i) give an optimal test for any input distribution without the one-sided error requirement by writing the problem as an SDP, giving the exact solutions to the primal and dual programs and showing that the two values coincide; (ii) propose a general G-test which uses an arbitrary subgroup G of S_n, giving an analytic expression of the performance of the specific test, and (iii) give an approximation of the permutation test using only a classical permutation and n−1 Swap tests."
"TQC","2024","regular","Efficient quantum circuits for port-based teleportation","Dmitry Grinko","Dmitry Grinko; Adam Burchardt; Maris Ozols","","2312.03188","Monday","2024-09-09","14:00:00","30","","","","","BibTeX entry type: Talk","T24_403","Talk","https://arxiv.org/abs/2312.03188","","Port-based teleportation (PBT) is a variant of quantum teleportation that, unlike the canonical protocol by Bennett et al., does not require a correction operation on the teleported state. Since its introduction by Ishizaka and Hiroshima in 2008, no efficient implementation of PBT was known. We close this long-standing gap by building on our recent results on representations of partially transposed permutation matrix algebras and mixed quantum Schur transform. We construct efficient quantum algorithms for probabilistic and deterministic PBT protocols on n ports of arbitrary local dimension, both for EPR and optimized resource states. We describe two constructions based on different encodings of the Gelfand-Tsetlin basis for n qudits: a standard encoding that achieves O(n) time and O(nlog(n)) space complexity, and a Yamanouchi encoding that achieves O(n^2) time and O(log(n)) space complexity, both for constant local dimension and target error. We also describe efficient circuits for preparing the optimal resource states."
"TQC","2024","regular","Fault-tolerant circuits from twisted quantum doubles – Quantum error correction beyond stabilizer and Clifford","Andreas Bauer","Andreas Bauer","","","Tuesday","2024-09-10","11:00:00","30","","","","","BibTeX entry type: Talk","T24_407","Talk","https://arxiv.org/pdf/2403.12119","","We propose a family of explicit geometrically local circuits realizing any abelian non-chiral topological phase as an actively error-corrected fault-tolerant memory. These circuits are constructed from measuring 1-form symmetries in discrete fixed-point path integrals, which we express through cellular cohomology and higher-order cup products. The specific path integral we use is the abelian Dijkgraaf-Witten state sum on a 3-dimensional cellulation, which is a spacetime representation of the twisted quantum double model. The resulting circuits are based on a syndrome extraction circuit of the (qudit) stabilizer toric code, into which we insert non-Clifford phase gates that implement the ``twist''. The overhead compared to the toric code is moderate, in contrast to known constructions for twisted abelian phases. The simplest non-trivial example is a fault-tolerant circuit for the double-semion phase, defined on the same set of qubits as the stabilizer toric code, with 12 controlled-S gates in addition to the 8 controlled-X gates and 2 single-qubit measurements of the toric code per spacetime unit cell. We also show that other architectures for the (qudit) toric code phase, like measurement-based topological quantum computation or Floquet codes, can be enriched with phase gates to implement twisted quantum doubles instead of their untwisted versions. As a further result, we prove fault tolerance under arbitrary local (including non-Pauli) noise for a very general class of topological circuits that we call 1-form symmetric fixed-point circuits. This notion unifies the circuits in this paper as well as the stabilizer toric code, subsystem toric code, measurement-based topological quantum computation, or the (CSS) honeycomb Floquet code. We also demonstrate how our method can be adapted to construct fault-tolerant circuits for specific non-Abelian phases."
"TQC","2024","regular","Noise-induced shallow circuits and absence of barren plateaus","Antonio Anna Mele","Antonio Anna Mele; Armando Angrisani; Soumik Ghosh; Sumeet Khatri; Jens Eisert; Daniel Stilck Franca; Yihui Quek","","2403.13927","Tuesday","2024-09-10","15:30:00","30","","","","","BibTeX entry type: Talk","T24_409","Talk","https://arxiv.org/abs/2403.13927","","Motivated by realistic hardware considerations of the pre-fault-tolerant era, we comprehensively study the impact of uncorrected noise on quantum circuits. We first show that any noise `truncates' most quantum circuits to effectively logarithmic depth, in the task of computing Pauli expectation values. We then prove that quantum circuits under any non-unital noise exhibit lack of barren plateaus for cost functions composed of local observables. But, by leveraging the effective shallowness, we also design a classical algorithm to estimate Pauli expectation values within inverse-polynomial additive error with high probability over the ensemble. Its runtime is independent of circuit depth and it operates in polynomial time in the number of qubits for one-dimensional architectures and quasi-polynomial time for higher-dimensional ones. Taken together, our results showcase that, unless we carefully engineer the circuits to take advantage of the noise, it is unlikely that noisy quantum circuits are preferable over shallow quantum circuits for algorithms that output Pauli expectation value estimates, like many variational quantum machine learning proposals. Moreover, we anticipate that our work could provide valuable insights into the fundamental open question about the complexity of sampling from (possibly non-unital) noisy random circuits."
"TQC","2024","regular","An area law for the maximally-mixed ground state in arbitrarily degenerate systems with good AGSP","Itai Arad","Itai Arad; Raz Firanko; Rahul Jain","","","Monday","2024-09-09","16:30:00","30","","","","","BibTeX entry type: Talk","T24_417","Talk","","","We show an area law in the mutual information for the maximally-mixed state Ω in the ground space of general Hamiltonians, which is independent of the underlying ground space degeneracy. Our result assumes the existence of a `good' approximation to the ground state projector (a good AGSP), a crucial ingredient in former area-law proofs. Such approximations have been explicitly derived for 1D gapped local Hamiltonians and 2D frustration-free and locally-gapped local Hamiltonians. As a corollary, we show that in 1D gapped local Hamiltonians, for any eps&gt;0 and any bi-partition Lcup L^c of the system, beginalign* I^eps_max(L:L^c)_Ømega łe bigO łog (|L|) + łog(1/eps), endalign* where |L| represents the number of sites in L and I^eps_max(L:L^c)_Ømega represents the eps-emphsmoothed maximum mutual information with respect to the L:L^c partition in Ω. From this bound we then conclude I(L:L^c)_Ømega łe bigOłog(|L|) – an area law for the mutual information in 1D systems with a logarithmic correction. In addition, we show that Ω can be approximated up to an eps in trace norm with a state of Schmidt rank of at most poly(|L|/eps). Similar corollaries are derived for the mutual information of 2D frustration-free locally-gapped local Hamiltonians."
"TQC","2024","regular","Efficient Optimal Control of Open Quantum Systems","Wenhao He","Wenhao He; Tongyang Li; Xiantao Li; Zecheng Li; Chunhao Wang; Ke Wang","","","Proceedings, Wednesday","2024-09-11","10:30:00","30","","","","","BibTeX entry type: Talk","T24_423","Talk","","","The optimal control problem for open quantum systems can be formulated as a time- dependent Lindbladian that is parameterized by a number of time-dependent control variables. Given an observable and an initial state, the goal is to tune the control variables so that the expected value of some observable with respect to the final state is maximized. In this paper, we present algorithms for solving this optimal control problem efficiently, i.e., having a poly-logarithmic dependency on the system dimension, which is exponentially faster than best-known classical algorithms. Our algorithms are hybrid, consisting of both quantum and classical components. The quantum procedure simulates time-dependent Lindblad evolution that drives the initial state to the final state, and it also provides access to the gradients of the objective function via quantum gradient estimation. The classical procedure uses the gradient information to update the control variables. At the technical level, we provide the first (to the best of our knowledge) simulation al- gorithm for time-dependent Lindbladians with an ℓ1-norm dependence. As an alternative, we also present a simulation algorithm in the interaction picture to improve the algorithm for the cases where the time-independent component of a Lindbladian dominates the time-dependent part. On the classical side, we heavily adapt the state-of-the-art classical optimization analysis to interface with the quantum part of our algorithms. Both the quantum simulation techniques and the classical optimization analyses might be of independent interest"
"TQC","2024","regular","Quantum Bohnenblust–Hille inequalities and applications to learning low-degree quantum observables","Alexander Volberg","Alexander Volberg; Haonan Zhang; Ohad Klein; Joseph Slote","","","Thursday","2024-09-12","15:00:00","30","","","","","BibTeX entry type: Talk","T24_425","Talk","","","Analysis on the Boolean hypercube −1,1^n, particularly Fourier analysis, has played a crucial role in many areas of mathematics and computer science, including learning algorithms. In view of the success and importance of quantum algorithms, it is natural to transfer classical learning results to the quantum realm. In this contribution, we extend the recent progress on learning low-degree functions and quantum operators to the setting of general qudit systems, as well as develop novel Fourier-analytic tools for studying (generalized) Pauli decompositions of Hermitian operators. These tools also allow us to deduce new results in quantum Boolean analysis and approximate theory, such as the junta-type theorem and dimension-free discrete Remez-type inequalities."
"TQC","2024","regular","Multi-qubit Lattice Surgery Scheduling","Allyson Silva","Allyson Silva; Xiangyi Zhang; Zachary Webb; Mia Kramer; Chan-Woo Yang; Xiao Liu; Jessica Lemieux; Kawai Chen; Artur Scherer; Pooya Ronagh","","2405.17688","Proceedings, Wednesday","2024-09-11","09:30:00","30","","","","","BibTeX entry type: Talk","T24_426","Talk","https://arxiv.org/abs/2405.17688","","Fault-tolerant quantum computation using two-dimensional topological quantum error correcting codes can benefit from multi-qubit long-range operations. By using simple commutation rules, a quantum circuit can be transpiled into a sequence of solely non-Clifford multi-qubit gates. Prior work on fault-tolerant compilation avoids optimal scheduling of such gates since they reduce the parallelizability of the circuit. We observe that the reduced parallelization potential is outweighed by the significant reduction in the number of gates. We therefore devise a method for scheduling multi-qubit lattice surgery using an earliest-available-first policy, solving the associated forest packing problem using a representation of the multi-qubit gates as Steiner trees. Our extensive testing on random and application-inspired circuits demonstrates the method's scalability and performance. We show that the transpilation significantly reduces the circuit length on the set of circuits tested, and that the resulting circuit of multi-qubit gates has a further reduction in the expected circuit execution time compared to serial execution."
"TQC","2024","regular","The Quantum Esscher Transform","Yixian Qiu","Yixian Qiu; Kelvin Koor; Patrick Rebentrost","","","Tuesday","2024-09-10","10:30:00","30","","","","","BibTeX entry type: Talk","T24_431","Talk","https://arxiv.org/pdf/2401.07561","","The Esscher Transform is a tool of broad utility in various domains of applied probability. It provides the solution to a constrained minimum relative entropy optimization problem. In this work, we study the generalization of the Esscher Transform to the quantum setting. We examine a relative entropy minimization problem for a quantum density operator, potentially of wide relevance in quantum information theory. The resulting solution form motivates us to define the textitquantum Esscher Transform, which subsumes the classical Esscher Transform as a special case. Envisioning potential applications of the quantum Esscher Transform, we also discuss its implementation on fault-tolerant quantum computers. Our algorithm is based on the modern techniques of block-encoding and quantum singular value transformation (QSVT). We show that given block-encoded inputs, our algorithm outputs a subnormalized block-encoding of the quantum Esscher transform within accuracy ε in tilde O(kappa d łog^2 1/epsilon) queries to the inputs, where κ is the condition number of the input density operator and d is the number of constraints."
"TQC","2024","regular","Fault tolerance of stabilizer channels","Michael E Beverland","Michael Beverland; Vadym Kliuchnikov; Shilin Huang","","","Friday","2024-09-13","11:00:00","30","","","","","BibTeX entry type: Talk","T24_434","Talk","https://arxiv.org/pdf/2401.12017","","Stabilizer channels are stabilizer circuits that implement logical operations while mapping from an input stabilizer code to an output stabilizer code. They are widely used to implement fault tolerant error correction and logical operations in stabilizer codes such as surface codes and LDPC codes, and more broadly in subsystem, Floquet and space-time codes. We introduce a rigorous and general formalism to analyze the fault tolerance properties of any stabilizer channel under a broad class of noise models. This includes rigorous but easy-to-work-with definitions and algorithms for the fault distance and hook faults for stabilizer channels. The generalized notion of hook faults which we introduce, defined with respect to an arbitrary subset of a circuit’s faults rather than a fixed phenomenological noise model, can be leveraged for fault-tolerant circuit design. Additionally, we establish necessary conditions such that channel composition preserves the fault distance. We apply our framework to design and analyze fault tolerant stabilizer channels for surface codes, revealing novel aspects of fault tolerant circuits."
