venue,year,paper_type,title,speaker,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QIP,2008,regular,"Generalized Tsirelson Inequalities, Commuting-Operator Provers, and
Multi-Prover Interactive Proof Systems","Tsuyoshi Ito, Hirotada Kobayashi, Daniel Preda, Xiaoming Sun","Tsuyoshi Ito, Hirotada Kobayashi, Daniel Preda, Xiaoming Sun;Andrew C.-C. Yao",,,,,,,,,,,20
QIP,2008,regular,Self-teleportation and its application on LOCC estimation and other tasks,Keiji Matsumoto,Keiji Matsumoto,,,,,,,,,,,20
QIP,2008,regular,Unbounded-Error Classical and Quantum Communication Complexity,"Kazuo Iwama, Harumichi Nishimura, Rudy Raymond","Kazuo Iwama, Harumichi Nishimura, Rudy Raymond;Shigeru Yamashita",,,,,,,,,,,20
QIP,2008,regular,Sampling of min-entropy relative to quantum knowledge,Robert Koenig,Robert Koenig;Renato Renner,,,,,,,,,,,20
QIP,2008,regular,"De Finetti theorems for finitely exchangeable conditional probability=20
distributions",Matthias Christandl,Matthias Christandl;Ben Toner,,,,,,,,,,,20
QIP,2008,regular,Quantum hacking: experimental demonstration of time-shift attack,"Yi Zhao, Fred Fung, Bing Qi, Christine Chen","Yi Zhao, Fred Fung, Bing Qi, Christine Chen;Hoi-Kwong Lo",,,,,,,,,,,20
QIP,2008,regular,The complexity of simulating non-signaling distributions,"Julien Degorre, Marc Kaplan, Sophie Laplante","Julien Degorre, Marc Kaplan, Sophie Laplante;Jeremie Roland",,,,,,,,,,,20
QIP,2008,regular,Completely Entangled Random Subspaces,Jonathan Walgate,Jonathan Walgate;Andrew Scott,,,,,,,,,,,20
QIP,2008,regular,Graph identification by quantum walks,Jingbo Wang,Jingbo Wang;Brendan Douglas,,,,,,,,,,,20
QIP,2008,regular,A Fast Quantum Circuit for Addition with Few Qubits,Yasuhiro Takahashi,Yasuhiro Takahashi;Noboru Kunihiro,,,,,,,,,,,20
QIP,2008,regular,Cryptography from Noisy Quantum Storage,"Christian Schaffner, Barbara Terhal","Christian Schaffner, Barbara Terhal;Stephanie Wehner",,,,,,,,,,,20
QIP,2008,regular,"Quantum Protocols using Quantum
Orthogonal States: ``Collapsing Quantum Digital Signatures'' and
``Quantum Identity Authentication''",Go Kato,Go Kato;Yasuhito Kawano,,,,,,,,,,,20
QIP,2008,regular,"A comparative
study on measures of pure state entanglement through Incomparability","Amit Bhar, Indrani Chattopadhyay","Amit Bhar, Indrani Chattopadhyay;Debasis Sarkar",,,,,,,,,,,20
QIP,2008,regular,"Incomparability of Pure bipartite states as non-locality beyond
Entropy of Entanglement.",Debasis Sarkar,Debasis Sarkar;Indrani Chattopadhyay,,,,,,,,,,,20
QIP,2008,regular,Quantum search of partially ordered sets,Ashley Montanaro,Ashley Montanaro,,,,,,,,,,,20
QIP,2008,regular,"The role of help in Classical
and Quantum Zero-Knowledge",Andre Chailloux,Andre Chailloux;Iordanis Kerenidis,,,,,,,,,,,20
QIP,2008,regular,"Honest-Verifier Quantum
Statistical Zero Knowledge for all Interactive Protocols",Andre Chailloux,Andre Chailloux;Iordanis Kerenidis,,,,,,,,,,,20
QIP,2008,regular,Efficient classical simulation of the Quantum Fourier Transform,Dan Browne,Dan Browne,,,,,,,,,,,20
QIP,2008,regular,"Synthesis of quantum
circuits for d-level systems using KAK decomposition","Yumi Nakajima, Yasuhito Kawano, Hiroshi Sekigawa, Masaki Nakanishi, Shigeru Yamashita","Yumi Nakajima, Yasuhito Kawano, Hiroshi Sekigawa, Masaki Nakanishi, Shigeru Yamashita;Yasuhiko Nakashima",,,,,,,,,,,20
QIP,2008,regular,"Control of Two Qubit Systems with
Hamiltonian Feedback",Charles Hill,Charles Hill;Jason Ralph,,,,,,,,,,,20
QIP,2008,regular,"Quantum computers can search rapidly by using almost
any oracle transformation",Tathagat Tulsi,Tathagat Tulsi,,,,,,,,,,,20
QIP,2008,regular,"Globally controlled
fault-tolerant quantum computation",Joseph Fitzsimons,Joseph Fitzsimons;Jason Twamley,,,,,,,,,,,20
QIP,2008,regular,Purification of Non-Stabilizer States,Jop Briet,Jop Briet;Peter Hoyer,,,,,,,,,,,20
QIP,2008,regular,"Spin Chains as Quantum Channel with Memory and Antiferromagnets as
Channels","Sougato Bose, Abolfazl Bayat, Stefano Mancini","Sougato Bose, Abolfazl Bayat, Stefano Mancini;Daniel Burgarth",,,,,,,,,,,20
QIP,2008,regular,"Lower bounds and exact entanglement cost in
distinguishing orthogonal quantum states by LOCC",Somshubhro Bandyopadhyay,Somshubhro Bandyopadhyay,,,,,,,,,,,20
QIP,2008,regular,"Translation
Techniques Between Quantum Circuit Architectures","Donny Cheung, Dmitri Maslov","Donny Cheung, Dmitri Maslov;Simone Severini",,,,,,,,,,,20
QIP,2008,regular,Improving Quantum Random Walk Search on a Hypercubic Lattice,Apoorva Patel,Apoorva Patel,,,,,,,,,,,20
QIP,2008,regular,"A novel secure quantum
direct communication protocol without quantum memory","Shuang Wang, Zheng-fu Han","Shuang Wang, Zheng-fu Han;Guangcan Guo",,,,,,,,,,,20
QIP,2008,regular,Optimizing quantum process tomography with unitary 2-designs,Andrew Scott,Andrew Scott,,,,,,,,,,,20
QIP,2008,regular,"Reconstruction of unknown qubit states
after measurements",Chirag Dhara,Chirag Dhara;ND Hari Dass,,,,,,,,,,,20
QIP,2008,regular,"Tripartite entanglement and
nonlocality in 3-qubit states",Shohini Ghose,Shohini Ghose;Neil Sinclair,,,,,,,,,,,20
QIP,2008,regular,"Quantum Sort: An efficient
approach to sort the elements than classical merge sort",Phaneendra HD,Phaneendra HD;Shivakumar MS,,,,,,,,,,,20
QIP,2008,regular,"Quantum Traveling: An efficient
approach for solving Traveling salesman problem",Phaneendra HD,Phaneendra HD;Shivakumar MS,,,,,,,,,,,20
QIP,2008,regular,"Quantum framework for
graph isomorphism problem",Vidya Raj Chitradurga,Vidya Raj Chitradurga;Shivakumar MS,,,,,,,,,,,20
QIP,2008,regular,"Accidental cloning of a single photon qubit in
two-channel continuous-variable quantum teleportation",Toshiki Ide,Toshiki Ide,,,,,,,,,,,20
QIP,2008,regular,"Quantum Property Testing of Group
Solvability",Francois Le Gall,Francois Le Gall;Yoshifumi Inui,,,,,,,,,,,20
QIP,2008,regular,Efficient implementation of quantum walks,Brendan Douglas,Brendan Douglas;Jingbo Wang,,,,,,,,,,,20
QIP,2008,regular,Random Circuits are Approximate 2-designs,Aram Harrow,Aram Harrow;Richard Low,,,,,,,,,,,20
QIP,2008,regular,"Probabilistic model of fault
detection in quantum circuits",Anindita Banerjee,Anindita Banerjee;Anirban Pathak,,,,,,,,,,,20
QIP,2008,regular,Three-party d-level quantum secret sharing protocol,"Dong Pyo Chi, Jeong Woon Choi, Taewan Kim, Jeong San Kim","Dong Pyo Chi, Jeong Woon Choi, Taewan Kim, Jeong San Kim;Soojoon Lee",,,,,,,,,,,20
QIP,2008,regular,"Analysis of fast quantum
algorithm for hamiltonian circuits",Vidya Raj Chitradurga,Vidya Raj Chitradurga;Shivakumar MS,,,,,,,,,,,20
QIP,2008,regular,Generation of higher order n-CAT states.,"Arijit Ghosh, Sudebkumar Pal, Anupam Prakash","Arijit Ghosh, Sudebkumar Pal, Anupam Prakash;Virendra Singh Shekhawat",,,,,,,,,,,20
QIP,2008,regular,"Yet another framework of a quantum
noncooperative game",Akira SaiToh,Akira SaiToh;Robabeh Rahimi,,,,,,,,,,,20
QIP,2008,regular,Quantum learning tasks,Sebastien Gambs,Sebastien Gambs,,,,,,,,,,,20
